record_id,date,property_type,location,competitor_price,dynamic_price,demand_forecast,available_units,units_sold,revenue,resource_utilization,customer_id,customer_age,customer_gender,loyalty_tier,booking_channel,booking_lead_time_days,segment,campaign_id,promo_sent,promo_response,promo_click_rate,sentiment_score,ancillary_purchase,avg_spend_on_site,staff_hours,maintenance_flag,energy_consumption,delay_minutes,risk_level,route_distance_km,flight_speed_knots,fdm_anomaly_flag
371,2024-07-01,Flight,SIN,549.24,615.84,0.62,374,236,145338.24,0.631,14138,43,F,None,OTA,37,Leisure,CAMP_B,True,True,0.32,0.37,True,64.07,34.59,False,2270.25,5.24,Medium,5961.0,862.47,False
372,2024-01-31,Hotel,LHR,76.06,74.92,0.49,257,123,9215.16,0.479,23195,43,F,None,Agent,51,Business,CAMP_A,True,False,0.38,-0.07,False,11.49,9.33,False,135.07,12.67,Medium,,,
373,2024-12-16,Flight,SIN,425.75,544.36,0.78,143,106,57702.16,0.741,39098,44,F,Gold,OTA,60,Family,CAMP_B,True,True,0.35,1.08,False,19.05,21.83,True,2040.11,21.83,High,5786.0,915.4,False
374,2024-02-16,Hotel,DXB,180.81,192.76,0.57,222,123,23709.48,0.554,49478,28,M,Gold,OTA,51,Business,CAMP_A,True,True,0.38,0.5,False,38.78,5.32,False,125.91,9.14,Medium,,,
375,2024-04-09,Flight,JFK,405.84,529.52,0.8,364,290,153560.8,0.797,12157,53,F,Silver,Agent,97,Business,CAMP_B,True,False,0.27,-0.58,False,61.4,25.36,False,2214.92,8.74,High,6605.0,884.91,False
376,2024-07-02,Hotel,DXB,98.99,125.52,0.77,80,61,7656.72,0.762,35953,63,F,Silver,OTA,47,Family,CAMP_B,True,True,0.34,0.28,False,32.52,9.5,False,231.69,0.11,Low,,,
377,2024-11-04,Hotel,SYD,203.21,254.72,0.75,143,108,27509.76,0.755,40671,27,M,None,OTA,57,Business,CAMP_A,True,False,0.1,-0.39,False,16.42,7.82,False,274.1,12.11,Medium,,,
378,2024-04-21,Hotel,SIN,203.06,256.48,0.76,178,137,35137.76,0.77,42598,60,F,Silver,OTA,44,Leisure,CAMP_B,True,False,0.16,0.64,False,51.59,8.05,False,189.45,8.56,Low,,,
379,2024-09-19,Hotel,DXB,113.01,122.86,0.59,205,124,15234.64,0.605,18682,28,M,None,Agent,99,Leisure,CAMP_A,True,False,0.52,0.33,False,21.89,7.83,False,127.71,2.37,Low,,,
380,2024-01-20,Hotel,SIN,117.08,138.34,0.68,110,73,10098.82,0.664,13564,44,F,None,OTA,72,Business,NONE,False,False,0.0,0.78,False,98.35,7.27,False,114.18,15.81,Low,,,
381,2024-11-11,Hotel,SIN,246.5,259.79,0.55,211,112,29096.48,0.531,41972,69,F,Silver,Agent,83,Leisure,CAMP_B,True,False,0.13,-0.22,True,19.16,7.08,False,243.84,14.44,High,,,
382,2024-02-21,Flight,HKG,648.69,823.02,0.77,215,166,136621.32,0.772,44256,60,M,Platinum,Agent,35,Family,CAMP_B,True,False,0.11,-0.24,True,74.96,34.64,False,1988.72,19.3,Low,791.0,846.73,False
383,2024-09-30,Hotel,LHR,256.26,306.45,0.7,112,74,22677.3,0.661,39814,69,F,None,OTA,23,Other,CAMP_B,True,True,0.23,0.12,False,54.47,7.99,False,89.17,2.27,Low,,,
384,2024-06-16,Hotel,JFK,259.34,252.22,0.47,175,79,19925.38,0.451,39533,37,F,None,Agent,82,Business,CAMP_A,True,False,0.23,0.73,True,131.02,9.27,False,162.18,7.71,Low,,,
385,2024-02-25,Flight,CDG,554.9,625.15,0.63,254,158,98773.7,0.622,25895,25,M,Silver,Direct,50,Leisure,CAMP_B,True,False,0.22,-0.24,False,91.17,31.59,False,1983.71,4.83,Low,1505.0,871.91,False
386,2024-11-04,Flight,HKG,471.57,566.1,0.7,345,237,134165.7,0.687,11780,21,F,None,OTA,13,Business,CAMP_A,True,True,0.45,-0.15,False,19.66,28.98,False,2934.6,0.93,Low,659.0,800.47,True
387,2024-07-07,Flight,SIN,553.21,576.67,0.54,312,172,99187.24,0.551,48020,33,M,Gold,Agent,50,Business,CAMP_B,True,False,0.37,-0.65,False,53.04,16.82,False,1772.15,44.15,Low,10209.0,931.18,False
388,2024-07-02,Hotel,HKG,233.56,263.13,0.63,91,52,13682.76,0.571,13393,66,M,Silver,Direct,2,Business,CAMP_B,True,False,0.18,0.24,False,64.83,5.92,False,164.62,17.47,Low,,,
389,2024-09-18,Hotel,SIN,182.79,238.38,0.8,235,188,44815.44,0.8,27384,49,F,None,Direct,58,Leisure,CAMP_C,True,True,0.57,0.69,True,44.44,10.71,False,115.08,7.02,Medium,,,
390,2024-03-12,Flight,CDG,426.91,507.19,0.69,297,202,102452.38,0.68,30500,24,F,None,OTA,56,Leisure,NONE,False,False,0.0,-0.15,False,42.73,25.94,False,1734.13,4.58,Medium,10204.0,715.26,False
391,2024-03-01,Hotel,SYD,194.99,295.63,1.02,279,279,82480.77,1.0,47226,49,M,None,Direct,31,Business,NONE,False,False,0.0,-0.06,True,39.51,6.89,False,212.37,15.84,Low,,,
392,2024-04-06,Hotel,LHR,194.67,281.95,0.95,60,54,15225.3,0.9,15888,50,F,Gold,OTA,115,Leisure,NONE,False,False,0.0,-0.24,True,82.43,6.51,False,207.29,3.85,Medium,,,
393,2024-04-26,Hotel,CDG,204.18,238.46,0.67,55,32,7630.72,0.582,47372,40,M,Silver,Corporate,11,Business,NONE,False,False,0.0,-0.51,False,51.12,7.3,False,218.38,4.69,Low,,,
394,2024-02-17,Hotel,SIN,225.82,282.7,0.75,109,76,21485.2,0.697,28737,47,F,None,Agent,113,Business,CAMP_C,True,False,0.38,-0.0,False,29.24,9.52,False,157.3,9.77,Medium,,,
395,2024-07-07,Hotel,DXB,228.35,248.21,0.59,242,142,35245.82,0.587,13450,32,M,None,Corporate,9,Leisure,CAMP_A,True,False,0.09,0.56,True,38.77,6.34,False,125.17,6.81,Medium,,,
396,2024-04-26,Hotel,SYD,213.82,224.87,0.55,280,155,34854.85,0.554,43000,49,M,Gold,Corporate,6,Leisure,CAMP_A,True,False,0.28,0.15,False,68.74,7.15,False,155.1,16.71,Low,,,
397,2024-12-23,Hotel,SYD,216.75,283.09,0.81,128,100,28309.0,0.781,18195,58,M,Silver,Agent,119,Business,CAMP_B,True,False,0.03,0.27,False,62.11,8.55,False,103.39,11.61,Medium,,,
398,2024-09-15,Hotel,SIN,168.65,229.53,0.86,283,241,55316.73,0.852,18052,70,M,Platinum,Agent,59,Other,CAMP_A,True,False,0.26,0.41,False,160.5,8.57,False,155.4,3.25,Low,,,
399,2024-08-12,Hotel,LHR,216.27,332.54,1.04,91,91,30261.14,1.0,41854,52,M,None,OTA,111,Business,NONE,False,False,0.0,0.22,False,74.95,9.12,False,169.94,13.07,Medium,,,
400,2024-11-10,Flight,SYD,829.09,1138.72,0.87,238,206,234576.32,0.866,17301,57,M,Platinum,Corporate,2,Leisure,CAMP_C,True,True,0.58,0.74,True,4.23,27.6,False,1547.37,33.82,Medium,11393.0,881.99,False
401,2024-11-21,Flight,HKG,398.22,574.83,0.94,335,317,182221.11,0.946,38995,47,M,None,Corporate,88,Leisure,CAMP_A,True,False,0.21,-0.58,True,21.86,28.64,False,1817.29,0.28,Medium,12280.0,856.6,False
402,2024-08-31,Flight,SYD,634.47,835.58,0.82,295,244,203881.52,0.827,13989,41,F,Silver,Direct,23,Business,CAMP_A,True,True,0.05,-0.18,False,42.48,38.01,False,2187.22,9.09,Low,5393.0,841.01,False
403,2024-06-01,Flight,SIN,659.27,970.63,0.97,195,188,182478.44,0.964,39122,69,F,Gold,OTA,63,Business,CAMP_C,True,True,0.47,0.8,False,3.95,26.5,False,1615.03,40.68,Medium,7404.0,750.66,False
404,2024-10-21,Flight,HKG,423.31,438.52,0.54,158,81,35520.12,0.513,31621,34,F,Silver,OTA,34,Business,NONE,False,False,0.0,-0.18,True,33.52,24.13,False,2191.39,1.94,Low,3927.0,860.46,False
405,2024-07-21,Hotel,CDG,202.62,197.64,0.48,68,28,5533.92,0.412,30079,18,M,None,Direct,68,Family,CAMP_A,True,True,0.44,0.29,False,93.71,8.96,True,157.77,7.06,Low,,,
406,2024-04-12,Hotel,SIN,202.56,236.18,0.67,54,30,7085.4,0.556,23262,55,F,Silver,Direct,75,Business,CAMP_A,True,False,0.27,0.44,True,25.61,8.63,True,199.71,4.49,Low,,,
407,2024-03-31,Flight,SYD,440.3,563.64,0.78,343,263,148237.32,0.767,23683,66,M,None,OTA,12,Business,CAMP_C,True,False,0.59,0.41,True,71.13,39.08,False,2111.7,44.1,Low,892.0,828.35,False
408,2024-06-17,Flight,HKG,437.84,565.09,0.79,375,297,167831.73,0.792,34600,57,F,Silver,Corporate,54,Leisure,NONE,False,False,0.0,-0.41,False,66.45,38.36,False,2161.81,32.69,Low,14117.0,925.41,False
409,2024-05-01,Flight,JFK,661.72,882.43,0.83,220,186,164131.98,0.845,16363,21,M,Silver,Corporate,110,Business,CAMP_B,True,False,0.36,0.55,False,84.48,22.65,False,1844.26,56.62,Low,934.0,829.6,False
410,2024-03-03,Flight,SIN,583.97,679.72,0.66,239,161,109434.92,0.674,20743,62,M,Gold,Agent,118,Family,CAMP_A,True,False,0.51,0.27,False,104.1,22.87,False,1440.4,46.86,Low,12016.0,886.98,False
411,2024-01-09,Hotel,HKG,203.11,220.58,0.59,73,41,9043.78,0.562,36905,36,M,Silver,Agent,89,Family,NONE,False,False,0.0,0.8,True,29.5,4.02,False,219.28,13.52,Low,,,
412,2024-11-11,Flight,SYD,434.15,506.13,0.67,378,250,126532.5,0.661,33488,67,F,None,Corporate,91,Business,CAMP_B,True,False,0.53,0.43,True,10.71,42.53,False,2120.74,35.9,Medium,10438.0,925.73,False
413,2024-09-13,Hotel,SYD,163.76,219.76,0.84,212,174,38238.24,0.821,44045,29,F,Platinum,Direct,56,Business,CAMP_A,True,True,0.27,-0.05,True,100.25,6.8,False,123.72,2.7,Low,,,
414,2024-07-15,Hotel,LHR,199.83,331.29,1.16,91,91,30147.39,1.0,48014,49,M,None,Direct,71,Leisure,CAMP_A,True,False,0.32,-0.06,False,58.32,9.96,False,175.56,1.71,Low,,,
415,2024-06-04,Flight,LHR,495.13,550.25,0.61,331,199,109499.75,0.601,19239,21,M,None,Corporate,35,Business,CAMP_A,True,True,0.27,0.05,True,85.36,41.84,False,1459.49,25.8,Low,10533.0,800.95,False
416,2024-04-01,Hotel,SIN,138.1,180.13,0.8,241,195,35125.35,0.809,10410,42,M,Gold,OTA,84,Family,NONE,False,False,0.0,-0.34,False,57.15,12.18,False,124.58,13.91,Low,,,
417,2024-01-20,Flight,SYD,548.57,622.14,0.63,138,82,51015.48,0.594,32628,44,M,None,Corporate,105,Business,CAMP_B,True,False,0.32,-0.54,True,31.44,27.2,False,2126.07,54.95,High,7208.0,859.16,False
418,2024-07-11,Flight,LHR,336.86,478.87,0.92,276,255,122111.85,0.924,20884,23,M,None,OTA,115,Family,CAMP_B,True,True,0.16,0.96,True,17.15,28.79,True,2703.11,29.26,Low,5678.0,855.13,False
419,2024-03-12,Hotel,DXB,191.86,280.17,0.96,135,127,35581.59,0.941,28946,25,F,None,Agent,102,Leisure,CAMP_B,True,True,0.39,-0.44,True,42.29,9.59,False,208.78,23.35,Low,,,
420,2024-11-11,Hotel,JFK,220.4,331.93,1.01,299,296,98251.28,0.99,30193,27,M,None,Corporate,6,Leisure,CAMP_C,True,False,0.21,-0.29,False,85.29,6.36,False,110.5,0.93,Low,,,
421,2024-05-23,Flight,CDG,649.79,840.39,0.79,308,246,206735.94,0.799,24262,20,M,Silver,Corporate,85,Family,CAMP_B,True,False,0.46,-0.45,True,16.12,31.88,False,2226.01,28.6,Low,925.0,883.8,False
422,2024-03-26,Flight,JFK,463.8,546.75,0.68,122,80,43740.0,0.656,28718,27,M,Gold,Agent,85,Leisure,CAMP_C,True,False,0.09,-0.32,False,36.29,19.98,False,2481.09,39.6,Low,2970.0,832.89,False
423,2024-03-14,Flight,LHR,539.94,616.69,0.64,135,84,51801.96,0.622,27889,37,F,None,OTA,84,Family,CAMP_B,True,False,0.27,0.38,False,50.88,29.95,False,2038.98,88.93,Medium,3866.0,832.42,False
424,2024-05-25,Hotel,JFK,283.95,351.08,0.74,158,117,41076.36,0.741,27736,53,F,None,Agent,76,Leisure,NONE,False,False,0.0,0.27,False,22.94,8.39,False,113.07,15.64,Low,,,
425,2024-05-25,Flight,CDG,645.42,693.8,0.57,321,187,129740.6,0.583,34574,33,F,Silver,Agent,30,Leisure,CAMP_A,True,False,0.5,-0.44,False,41.67,33.19,False,2153.47,7.47,Low,3582.0,939.15,False
426,2024-10-01,Hotel,LHR,209.31,315.93,1.01,217,217,68556.81,1.0,48782,19,M,Silver,Corporate,98,Family,CAMP_B,True,False,0.17,1.5,False,3.21,7.6,False,205.79,7.1,Low,,,
427,2024-09-26,Hotel,HKG,216.95,250.36,0.65,210,136,34048.96,0.648,10195,28,M,None,OTA,56,Business,NONE,False,False,0.0,-0.14,False,113.27,9.76,False,172.2,3.27,Medium,,,
428,2024-10-03,Hotel,DXB,256.17,327.31,0.78,206,159,52042.29,0.772,28706,33,M,Silver,Corporate,91,Leisure,CAMP_C,True,False,0.33,-0.3,True,14.43,6.48,False,186.53,10.79,Low,,,
429,2024-12-03,Flight,LHR,739.36,972.58,0.82,142,115,111846.7,0.81,14539,25,M,Silver,OTA,32,Family,CAMP_A,True,False,0.39,-0.04,False,142.02,28.3,False,1564.39,13.2,Low,11424.0,861.85,False
430,2024-03-19,Flight,CDG,640.09,639.7,0.5,211,104,66528.8,0.493,23488,42,F,Platinum,Agent,65,Other,NONE,False,False,0.0,-0.48,True,61.71,27.46,False,2093.78,46.74,Low,467.0,862.43,False
431,2024-09-06,Hotel,JFK,174.56,198.62,0.64,160,102,20259.24,0.637,29774,69,F,Gold,Corporate,29,Leisure,NONE,False,False,0.0,0.06,False,33.36,7.83,False,160.43,7.85,Low,,,
432,2024-12-10,Hotel,LHR,228.92,338.19,0.98,157,148,50052.12,0.943,31666,52,M,None,Direct,59,Leisure,CAMP_A,True,False,0.14,0.72,False,25.93,10.63,False,177.46,0.85,Low,,,
433,2024-12-04,Flight,JFK,516.25,579.29,0.62,365,227,131498.83,0.622,41658,44,F,Silver,Direct,5,Leisure,CAMP_B,True,False,0.58,-0.11,True,37.76,29.64,False,2182.15,19.11,Low,1730.0,843.11,False
434,2024-01-01,Hotel,JFK,245.83,216.84,0.38,178,71,15395.64,0.399,45612,65,F,Silver,Agent,103,Leisure,NONE,False,False,0.0,0.64,False,78.91,7.78,False,196.28,9.42,Low,,,
435,2024-01-17,Hotel,HKG,149.0,184.73,0.74,215,161,29741.53,0.749,14358,22,M,None,Direct,30,Business,CAMP_A,True,False,0.56,0.45,False,110.22,4.65,False,152.73,6.89,Low,,,
436,2024-04-27,Hotel,LHR,220.9,262.78,0.69,128,92,24175.76,0.719,20671,39,F,Gold,Corporate,91,Business,CAMP_B,True,False,0.13,0.45,False,119.92,2.97,True,243.78,3.06,Medium,,,
437,2024-03-15,Hotel,HKG,181.37,273.0,1.01,186,185,50505.0,0.995,21904,37,M,Silver,Corporate,64,Business,CAMP_A,True,False,0.44,0.23,False,50.43,8.72,False,162.7,11.12,Low,,,
438,2024-05-22,Hotel,HKG,172.15,254.66,0.98,231,222,56534.52,0.961,17841,33,M,Gold,Direct,2,Business,CAMP_B,True,False,0.29,-0.45,True,37.54,6.17,False,109.15,2.05,Low,,,
439,2024-05-05,Hotel,CDG,249.34,289.76,0.66,261,168,48679.68,0.644,16379,20,M,None,Corporate,92,Family,NONE,False,False,0.0,-0.04,True,45.5,7.9,False,167.83,3.59,Low,,,
440,2024-10-10,Hotel,SIN,282.02,334.89,0.69,175,124,41526.36,0.709,40422,52,M,Gold,Direct,38,Business,CAMP_A,True,False,0.47,-0.7,False,79.89,7.5,False,192.83,0.35,Low,,,
441,2024-10-31,Flight,DXB,498.33,448.41,0.4,258,101,45289.41,0.391,32720,46,F,None,Direct,78,Leisure,CAMP_A,True,False,0.29,-0.43,False,25.44,25.25,False,1736.93,2.28,Low,9418.0,924.72,False
442,2024-03-14,Hotel,SIN,227.5,283.12,0.74,167,120,33974.4,0.719,31859,45,F,None,Agent,46,Leisure,NONE,False,False,0.0,-0.63,False,40.02,10.23,False,141.18,18.82,Low,,,
443,2024-08-10,Hotel,SYD,224.79,337.05,1.0,171,171,57635.55,1.0,35210,59,F,None,Direct,1,Business,CAMP_C,True,False,0.29,-0.1,True,137.34,6.13,False,155.15,0.63,Low,,,
444,2024-02-09,Hotel,SYD,167.91,171.75,0.52,66,29,4980.75,0.439,21740,67,M,Silver,Agent,103,Business,CAMP_C,True,False,0.57,0.41,True,79.45,8.77,True,169.32,19.17,Low,,,
445,2024-04-29,Flight,HKG,473.82,593.93,0.75,346,264,156797.52,0.763,18777,25,F,None,OTA,11,Leisure,CAMP_B,True,False,0.57,0.07,True,47.25,33.22,False,1855.4,21.69,Medium,381.0,843.13,False
446,2024-01-30,Flight,LHR,540.24,807.33,0.99,400,398,321317.34,0.995,32660,67,M,Silver,Agent,18,Leisure,CAMP_B,True,False,0.42,0.17,True,38.39,36.32,False,1831.5,19.49,Medium,13222.0,894.15,False
447,2024-02-19,Hotel,SIN,171.88,233.55,0.86,73,57,13312.35,0.781,39923,47,F,None,OTA,15,Family,CAMP_A,True,False,0.51,0.03,False,45.52,10.1,False,137.41,6.62,Low,,,
448,2024-07-01,Hotel,SYD,214.32,265.9,0.74,57,43,11433.7,0.754,18335,53,F,Platinum,Agent,41,Leisure,CAMP_A,True,False,0.51,0.61,False,95.0,7.0,False,116.46,17.9,Low,,,
449,2024-05-25,Flight,LHR,740.98,790.0,0.57,189,105,82950.0,0.556,41330,46,F,None,OTA,112,Business,NONE,False,False,0.0,0.47,False,153.85,32.37,False,2197.13,62.72,Low,12165.0,847.44,False
450,2024-07-21,Hotel,DXB,286.53,364.29,0.77,63,51,18578.79,0.81,23361,28,F,None,OTA,11,Business,NONE,False,False,0.0,0.58,True,82.68,5.82,False,201.83,13.15,Low,,,
451,2024-01-28,Flight,CDG,420.25,522.03,0.74,188,141,73606.23,0.75,40941,41,F,None,OTA,101,Leisure,NONE,False,False,0.0,0.1,False,56.14,27.95,False,1826.63,30.09,Low,9836.0,860.97,False
452,2024-10-03,Flight,JFK,490.7,551.99,0.62,274,175,96598.25,0.639,29117,67,F,Silver,Corporate,42,Family,CAMP_B,True,False,0.26,-0.1,False,55.51,24.63,False,1490.48,34.07,Low,14581.0,919.45,False
453,2024-02-12,Hotel,HKG,215.24,253.82,0.68,105,68,17259.76,0.648,21030,47,F,Silver,Corporate,19,Family,NONE,False,False,0.0,0.52,False,63.61,8.22,False,163.05,1.47,Low,,,
454,2024-09-18,Hotel,LHR,239.2,349.91,0.96,242,229,80129.39,0.946,16165,42,M,None,Corporate,35,Other,CAMP_B,True,False,0.32,0.79,False,71.55,9.49,False,92.05,5.48,Low,,,
455,2024-07-31,Hotel,SYD,255.69,277.23,0.58,175,102,28277.46,0.583,27934,54,F,None,Agent,93,Other,NONE,False,False,0.0,0.4,False,27.64,9.41,True,195.68,7.54,Low,,,
456,2024-10-17,Flight,CDG,666.75,856.67,0.78,345,268,229587.56,0.777,39914,41,M,None,Agent,19,Business,CAMP_B,True,True,0.52,-1.38,True,56.36,17.73,False,1810.18,4.15,Low,313.0,818.62,False
457,2024-01-04,Hotel,HKG,121.33,166.07,0.87,163,139,23083.73,0.853,33939,53,M,None,Direct,119,Leisure,CAMP_B,True,True,0.13,-0.23,True,22.42,10.11,False,170.4,9.34,Low,,,
458,2024-05-31,Hotel,HKG,193.03,209.32,0.58,84,44,9210.08,0.524,32497,57,M,None,Direct,38,Business,CAMP_B,True,False,0.51,0.28,False,81.89,9.51,False,165.38,14.0,Low,,,
459,2024-10-18,Flight,SYD,405.73,404.74,0.5,355,171,69210.54,0.482,45116,22,M,Silver,Corporate,22,Leisure,CAMP_A,True,True,0.02,1.13,False,56.96,35.46,False,2390.97,37.0,Low,1514.0,898.18,False
460,2024-09-25,Flight,SYD,326.85,398.92,0.72,387,282,112495.44,0.729,34894,43,F,None,Direct,0,Family,NONE,False,False,0.0,0.43,True,69.9,29.24,False,2457.51,7.59,Low,13900.0,821.2,False
461,2024-03-03,Hotel,SYD,101.41,126.67,0.75,247,183,23180.61,0.741,18785,52,M,None,Direct,22,Leisure,CAMP_A,True,True,0.1,0.1,False,15.9,2.99,False,231.58,17.18,Low,,,
462,2024-12-13,Hotel,CDG,157.04,167.26,0.57,279,158,26427.08,0.566,19910,54,F,None,Direct,35,Family,CAMP_C,True,False,0.11,0.26,False,60.93,5.04,False,200.8,11.76,Low,,,
463,2024-05-24,Hotel,DXB,97.44,128.03,0.81,266,216,27654.48,0.812,15687,34,F,Silver,Agent,60,Leisure,CAMP_A,True,False,0.21,0.96,False,27.62,10.51,False,178.33,0.0,Low,,,
464,2024-09-21,Flight,CDG,363.56,470.08,0.79,352,278,130682.24,0.79,32060,46,M,None,Direct,4,Family,CAMP_C,True,True,0.33,-0.21,True,49.76,22.28,False,2445.05,61.9,Medium,1104.0,857.31,False
465,2024-06-02,Hotel,LHR,192.54,247.75,0.79,171,129,31959.75,0.754,32348,26,M,None,Direct,10,Leisure,CAMP_A,True,False,0.49,-0.18,False,40.63,9.74,False,162.3,11.39,Low,,,
466,2024-01-10,Flight,SYD,641.75,748.1,0.67,168,111,83039.1,0.661,29531,32,F,Silver,Corporate,114,Business,CAMP_C,True,False,0.24,-0.11,True,24.05,25.4,False,1719.53,32.57,Low,1440.0,950.48,False
467,2024-02-05,Hotel,SIN,163.64,222.35,0.86,110,95,21123.25,0.864,44595,45,F,None,Direct,43,Leisure,CAMP_A,True,False,0.02,0.06,False,91.47,5.67,False,122.57,17.43,Low,,,
468,2024-01-17,Flight,JFK,470.15,628.42,0.84,238,194,121913.48,0.815,46586,42,M,Gold,OTA,45,Leisure,NONE,False,False,0.0,1.0,False,37.25,43.03,False,1672.42,14.98,Low,3634.0,797.53,False
469,2024-06-22,Flight,SYD,429.85,416.57,0.47,241,113,47072.41,0.469,33606,41,M,None,Agent,104,Business,CAMP_B,True,False,0.41,-0.21,True,31.91,25.41,True,1782.96,31.43,Low,10555.0,860.56,False
470,2024-02-19,Flight,LHR,382.33,391.29,0.52,187,96,37563.84,0.513,19708,25,M,Silver,Corporate,56,Business,CAMP_A,True,False,0.57,0.94,False,116.87,23.92,False,1972.49,44.25,Medium,14023.0,936.44,True
471,2024-04-22,Flight,LHR,384.64,403.72,0.55,135,69,27856.68,0.511,25328,48,F,None,OTA,26,Family,CAMP_C,True,False,0.57,0.51,False,29.25,20.18,False,1810.52,21.77,Low,1865.0,844.3,False
472,2024-11-03,Hotel,CDG,303.64,304.2,0.5,262,129,39241.8,0.492,45494,54,M,Silver,OTA,92,Business,NONE,False,False,0.0,0.38,True,40.34,6.56,False,229.05,14.39,Low,,,
473,2024-03-28,Hotel,CDG,223.87,230.63,0.53,143,71,16374.73,0.497,37098,64,M,None,Agent,16,Leisure,CAMP_A,True,True,0.07,-0.66,False,63.75,8.83,False,103.4,4.25,Low,,,
474,2024-10-28,Flight,HKG,558.66,738.4,0.82,121,102,75316.8,0.843,33562,57,M,None,Direct,23,Leisure,CAMP_C,True,False,0.07,-0.18,False,31.32,38.76,False,1836.5,2.85,Medium,1628.0,810.48,False
475,2024-10-17,Flight,SIN,466.22,516.54,0.61,244,143,73865.22,0.586,34638,50,M,Platinum,OTA,57,Leisure,CAMP_B,True,True,0.39,0.02,False,140.0,20.45,False,1839.31,14.28,Medium,1916.0,910.01,False
476,2024-12-04,Hotel,JFK,220.34,240.52,0.59,179,106,25495.12,0.592,13625,35,F,None,OTA,56,Business,NONE,False,False,0.0,0.07,False,10.28,7.25,False,120.64,30.38,Low,,,
477,2024-12-24,Hotel,HKG,189.44,217.74,0.65,161,103,22427.22,0.64,43793,56,M,None,Agent,42,Leisure,CAMP_C,True,False,0.08,-0.13,True,32.82,10.96,False,180.89,4.3,Low,,,
478,2024-03-21,Flight,CDG,761.58,946.36,0.74,311,231,218609.16,0.743,30586,31,M,Platinum,Agent,49,Leisure,CAMP_B,True,False,0.09,-0.31,False,22.97,28.12,False,2517.94,74.2,Low,8051.0,910.8,False
479,2024-10-27,Hotel,DXB,176.74,224.6,0.77,117,85,19091.0,0.726,18415,68,F,Gold,OTA,52,Leisure,CAMP_B,True,False,0.28,-0.03,False,82.26,6.11,False,133.12,4.22,Low,,,
480,2024-04-23,Hotel,SIN,174.23,243.62,0.9,224,200,48724.0,0.893,43576,44,M,Platinum,Direct,97,Business,CAMP_C,True,False,0.46,0.24,True,9.51,12.76,False,196.87,9.42,Medium,,,
481,2024-05-04,Hotel,SYD,174.48,193.68,0.61,70,40,7747.2,0.571,43463,59,M,None,Agent,0,Leisure,CAMP_B,True,False,0.14,-0.53,False,25.19,10.96,False,55.06,12.72,Medium,,,
482,2024-07-30,Flight,LHR,419.58,534.54,0.77,217,168,89802.72,0.774,24304,44,M,None,Corporate,92,Business,NONE,False,False,0.0,0.75,False,63.73,40.67,False,2112.19,10.09,Low,10463.0,938.68,False
483,2024-08-15,Flight,DXB,530.11,616.73,0.66,199,129,79558.17,0.648,47939,48,M,None,OTA,89,Business,CAMP_A,True,False,0.37,0.27,False,103.17,30.37,False,1447.95,30.38,Low,14174.0,832.39,False
484,2024-01-02,Hotel,SYD,147.06,167.56,0.64,76,45,7540.2,0.592,25024,57,F,None,Agent,113,Family,CAMP_B,True,False,0.4,-0.46,False,38.23,6.95,False,53.08,11.88,Low,,,
485,2024-09-25,Hotel,HKG,261.4,295.88,0.63,145,92,27220.96,0.634,18600,66,F,None,Corporate,15,Family,NONE,False,False,0.0,-0.38,False,53.82,7.93,False,147.01,12.22,Medium,,,
486,2024-05-10,Hotel,SIN,288.9,336.42,0.66,201,136,45753.12,0.677,48935,66,F,Gold,Corporate,106,Business,CAMP_A,True,False,0.0,0.39,False,99.36,11.8,False,177.38,2.05,Low,,,
487,2024-08-14,Hotel,DXB,232.18,261.13,0.62,68,38,9922.94,0.559,24558,63,M,Silver,Direct,49,Family,CAMP_A,True,False,0.44,-0.93,False,48.91,11.46,False,162.7,22.77,Low,,,
488,2024-02-07,Hotel,LHR,123.28,131.81,0.57,112,65,8567.65,0.58,20108,50,M,None,Agent,94,Business,CAMP_B,True,False,0.44,-0.09,False,99.49,7.81,False,189.97,12.68,Low,,,
489,2024-02-06,Hotel,DXB,230.76,323.74,0.9,122,106,34316.44,0.869,48223,27,M,Silver,Agent,28,Other,CAMP_B,True,True,0.51,0.15,False,56.59,9.7,False,141.16,13.95,Medium,,,
490,2024-10-21,Hotel,SIN,90.93,123.71,0.86,233,201,24865.71,0.863,40432,31,F,Silver,Agent,84,Business,CAMP_C,True,False,0.56,0.49,False,60.52,8.81,False,133.43,13.17,Low,,,
491,2024-05-21,Hotel,CDG,270.96,396.21,0.96,221,211,83600.31,0.955,22104,65,F,None,Agent,84,Business,NONE,False,False,0.0,0.37,False,81.87,3.94,False,125.04,4.12,Low,,,
492,2024-07-19,Flight,SYD,515.33,678.47,0.82,267,222,150620.34,0.831,37474,23,M,None,OTA,4,Other,NONE,False,False,0.0,-0.01,False,26.16,29.56,False,2230.4,1.69,Medium,2029.0,849.43,True
493,2024-09-28,Flight,CDG,468.56,610.51,0.8,187,147,89744.97,0.786,15508,53,M,None,Corporate,79,Business,NONE,False,False,0.0,-0.47,False,33.8,29.45,False,2322.94,14.74,Low,2121.0,818.44,False
494,2024-03-10,Hotel,DXB,192.47,258.55,0.84,66,58,14995.9,0.879,15861,46,M,None,Agent,9,Business,NONE,False,False,0.0,0.02,False,33.2,9.51,False,108.11,15.33,Medium,,,
